name,category,instructions,glass,alcohol,Ingrediants
La Vita Dulce,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Top with cinnamon.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Spiced rum', 'Ingrediant 2': ' 3/4 oz  Mezcal', 'Ingrediant 3': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 4': ' 3/4 oz  Simple Syrup', 'Ingrediant 5': '  Ground cinnamon'}"
Hole-In-One Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 3/4 oz Desmond & Duff Scotch Whisky', 'Ingrediant 2': ' 3/4 oz  Dry Vermouth', 'Ingrediant 3': ' 1/4 oz  Lemon Juice', 'Ingrediant 4': ' 1 oz  Orange Bitters'}"
Ko Adang,Rum - Daiquiris,Shake with ice and strain into ice-filled Collins glass. Garnish with lime.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 1 oz  Coconut rum', 'Ingrediant 3': ' 1/2 oz  Ginger liqueur', 'Ingrediant 4': ' 1/2 oz  Mango nectar', 'Ingrediant 5': ' 1/2 oz  Cream of coconut', 'Ingrediant 6': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 7': ' lime wheel'}"
Knickerbocker Special Cocktail,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with pineapple.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Fresh lemon juice', 'Ingrediant 4': ' 1 oz  Orange juice', 'Ingrediant 5': ' 1 oz  Raspberry Syrup', 'Ingrediant 6': '  Small pineapple slice'}"
Hair Raiser Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Old Mr. Boston 100 proof Vodka', 'Ingrediant 2': ' 1/2 oz  Old Mr. Boston Rock and Rye', 'Ingrediant 3': ' 1 oz  Lemon Juice'}"
Green Opal Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Old Mr. Boston Dry Gin', 'Ingrediant 2': ' 1/2 oz  Old Mr. Boston Anisette ', 'Ingrediant 3': ' 1 oz  Absinthe Substitute'}"
Jamaican Ginger,Rum - Daiquiris,Stir first five ingredients in ice-filled Collins glass. Top with ginger ale. Garnish with lime.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1 oz  Dark rum', 'Ingrediant 3': ' 1/2 oz  Falernum', 'Ingrediant 4': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 5': ' 4 oz  Angostura Bitters', 'Ingrediant 6': '  Ginger ale', 'Ingrediant 7': ' lime wheel'}"
Green Dragon Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lemon', 'Ingrediant 2': ' 1/2 oz  Old Mr. Boston Kummel', 'Ingrediant 3': ' 1/2 oz  Old Mr. Boston Green Creme de Menthe', 'Ingrediant 4': ' 1 1/2 oz  Old Mr. Boston Dry Gin', 'Ingrediant 5': ' 4 oz  Orange Bitters'}"
Grasshopper Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Old Mr. Boston Green Creme de Menthe', 'Ingrediant 2': ' 3/4 oz  Old Mr. Boston White Creme de Cacao', 'Ingrediant 3': ' 3/4 oz  Light Sweet Cream'}"
Jamaican Crawler,Rum - Daiquiris,Shake first three ingredients with ice and pour into Collins glass. Add grenadine and stir.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Light Rum', 'Ingrediant 2': ' 1 oz  Melon liqueur', 'Ingrediant 3': ' 3 oz  Pineapple Juice', 'Ingrediant 4': ' 1 oz  Grenadine'}"
Golden Slipper Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Yellow Chartreuse', 'Ingrediant 2': ' 2 oz  Old Mr. Boston Apricot Flavored Brandy'}"
Jade,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/2 oz  Green creme de menthe', 'Ingrediant 4': ' 1/2 oz  Triple Sec', 'Ingrediant 5': ' 1/2 oz  Simple Syrup Scant', 'Ingrediant 6': '  Lime wheel'}"
Jacqueline,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 1 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Fresh Lime Juice', 'Ingrediant 4': ' 1 oz  Simple Syrup'}"
Jack Sparrow Flip,Rum - Daiquiris,Shake without ice. Then shake with ice and strain into highball glass. Top with nutmeg.,Highball Glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 3/4 oz  Madeira', 'Ingrediant 3': ' 3/4 oz  Simple Syrup', 'Ingrediant 4': ' 1 oz  Egg', 'Ingrediant 5': ' 2 oz  Angostura Bitters', 'Ingrediant 6': '  Freshly grated nutmeg'}"
Irresistible,Rum - Daiquiris,Shake and strain into cocktail glass. Add lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1/4 oz  Benedictine', 'Ingrediant 4': ' 1/4 oz  Fresh lemon juice', 'Ingrediant 5': '  Lemon twist'}"
Carroll Cocktail,Brandy,Stir with ice and strain into chilled cocktail glass. Add cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 3/4 oz  Sweet Vermouth', 'Ingrediant 3': '  Maraschino cherry'}"
Hush And Wonder,Rum - Daiquiris,Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Creme de violette', 'Ingrediant 2': ' 2 oz  Light Rum', 'Ingrediant 3': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 4': ' 3/4 oz  Simple Syrup', 'Ingrediant 5': ' 3 oz  Grapefruit bitters'}"
Hurricane Leah,Rum - Daiquiris,"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with orange wheel.",Hurricane Glass,Alcoholic,"{'Ingrediant 1': '1/4 oz each Light Rum', 'Ingrediant 2': ' 1 oz Gin', 'Ingrediant 3': ' 1 1/2 oz Vodka', 'Ingrediant 4': ' 1 1/2 oz Blanco tequila', 'Ingrediant 5': ' 3 oz Blue curacao', 'Ingrediant 6': '  cherry-flavored brandy', 'Ingrediant 7': '  Simple Syrup', 'Ingrediant 8': '  Fresh lemon juice', 'Ingrediant 9': '  Fresh orange juice', 'Ingrediant 10': '  Orange wheel'}"
Gimlet Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': ""1 oz Rose's Lime Juice"", 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 1/2 oz  Old Mr. Boston Dry Gin'}"
Hurricane,Rum - Daiquiris,Shake with ice and strain into ice-filled hurricane glass. Garnish with orange and cherry.,Hurricane Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz each Dark rum', 'Ingrediant 2': ' 1 oz light rum', 'Ingrediant 3': ' 1 oz  Passion Fruit Syrup', 'Ingrediant 4': ' 3/4 oz  Lime Juice', 'Ingrediant 5': ' 1/2 oz  Orange juice', 'Ingrediant 6': '  each Simple Syrup', 'Ingrediant 7': ' grenadine', 'Ingrediant 8': '  Orange half-wheel', 'Ingrediant 9': ' maraschino cherry'}"
Hop Toad,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Light Rum', 'Ingrediant 2': ' 3/4 oz  Apricot-Flavored Brandy', 'Ingrediant 3': ' 1/2 oz  Fresh Lime Juice'}"
The Holy Roller,Rum - Daiquiris,Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Cachaca', 'Ingrediant 2': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/2 oz  Honey Syrup', 'Ingrediant 4': ' 4 Fresh mint leaves  Angostura Bitters', 'Ingrediant 5': ' 2 oz  Champagne or sparkling wine', 'Ingrediant 6': ' 1/2 oz mint sprig'}"
Hemingway'S Nog,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Top with nutmeg.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dark rum', 'Ingrediant 2': ' 3/4 oz  Vanilla liqueur', 'Ingrediant 3': ' 1/4 oz  Simple Syrup', 'Ingrediant 4': ' 1 oz  Creme fraiche', 'Ingrediant 5': ' 3 oz  tiki bitters', 'Ingrediant 6': "" such as Bittermen's Elemakule"", 'Ingrediant 7': '  Freshly grated nutmeg'}"
Flying Scotchman Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Sweet Vermouth', 'Ingrediant 2': ' 1 oz  Desmond & Duff Scotch Whisky', 'Ingrediant 3': ' 1 oz  Bitters', 'Ingrediant 4': ' 1/4 oz  Sugar Syrup'}"
Flying Grasshopper Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Old Mr. Boston Green Creme de Menthe', 'Ingrediant 2': ' 3/4 oz  Old Mr. Boston White Creme de Cacao', 'Ingrediant 3': ' 3/4 oz  Old Mr. Boston Vodka'}"
Harvest Nectar,Rum - Daiquiris,Shake with ice and strain into ice-filled beer mug.,Beer Mug,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1 oz  Pineapple Juice', 'Ingrediant 3': ' 1 oz  Cranberry Juice', 'Ingrediant 4': ' 1 oz  Orange juice', 'Ingrediant 5': ' 1 oz  Lemon-lime soda'}"
Fancy Brandy Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Add a twist of lemon peel.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Old Mr. Boston Five Star Brandy', 'Ingrediant 2': ' 1 oz  Bitters', 'Ingrediant 3': ' 1/4 oz  Old Mr. Boston Triple Sec', 'Ingrediant 4': ' 1/4 oz  Powdered Sugar'}"
Fallen Angel Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Juice of a Lime', 'Ingrediant 2': ' 1 1/2 oz  Old Mr. Boston Dry Gin', 'Ingrediant 3': ' 1 oz  Bitters', 'Ingrediant 4': ' 1/2 oz  Old Mr. Boston White Creme de Menthe'}"
The Poncho,Tequila,Stir with ice and strain into chilled cocktail glass. Add cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Reposado tequila', 'Ingrediant 2': ' 1/2 oz  Dry Vermouth', 'Ingrediant 3': ' 1/2 oz  Maraschino liqueur', 'Ingrediant 4': "" 2 oz  Peychaud's Bitters"", 'Ingrediant 5': '  Maraschino cherry'}"
Hai Karate,Rum - Daiquiris,Shake with ice and strain into ice-filled Collins glass. Garnish with cherry/orange flag.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 1 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1 oz  Pineapple Juice', 'Ingrediant 4': ' 1 oz  Orange juice', 'Ingrediant 5': ' 1 oz  Maple Syrup', 'Ingrediant 6': ' 1 oz  Angostura Bitters'}"
Cara Sposa,Brandy,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Coffee-flavored brandy', 'Ingrediant 2': ' 3/4 oz  Triple Sec', 'Ingrediant 3': ' 1/2 oz  half-and-half'}"
Traditional Martini (Dry),Cocktail Classics,Stir with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 1 oz  Dry Vermouth', 'Ingrediant 3': ' 1 oz  Orange Bitters', 'Ingrediant 4': '  Lemon twist'}"
Pina Agave,Tequila,Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with cucumber slice.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Cucumber', 'Ingrediant 2': ' 1 1/2 oz  Blanco tequila', 'Ingrediant 3': ' 1 oz  Pineapple Juice', 'Ingrediant 4': ' 3/4 oz  Fresh lemon juice', 'Ingrediant 5': ' 1/2 oz  Agave nectar', 'Ingrediant 6': '  Lemon-lime soda', 'Ingrediant 7': ' cucumber slice'}"
Grande Guignol,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Garnish with lime.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dark rum', 'Ingrediant 2': ' 3/4 oz  Yellow Chartreuse', 'Ingrediant 3': ' 3/4 oz  Cherry Heering', 'Ingrediant 4': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 5': '  Lime wheel'}"
Pancho Villa,Tequila,Stir with ice and strain into chilled cocktail glass. Garnish with grapefruit twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Anejo tequila', 'Ingrediant 2': ' 3/4 oz  Aperol', 'Ingrediant 3': ' 3/4 oz  Sweet Vermouth', 'Ingrediant 4': ' 1 oz  Peach bitters', 'Ingrediant 5': '  Grapefruit twist'}"
Paloma (Natural),Tequila,Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with lime wedge.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Blanco tequila', 'Ingrediant 2': ' 2 oz  Fresh white or ruby red grapefruit juice', 'Ingrediant 3': '  Lime wedge  Soda water'}"
Golden Friendship,Rum - Daiquiris,"Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with orange and cherry.",Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Light Rum', 'Ingrediant 2': ' 1 oz  Sweet Vermouth', 'Ingrediant 3': ' 1 oz  Amaretto', 'Ingrediant 4': '  Ginger ale  Orange zest spiral', 'Ingrediant 5': ' maraschino cherry'}"
Pacific Sunshine,Tequila,Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with reserved lemon wheel.,Hurricane Glass,Alcoholic,"{'Ingrediant 1': 'For glass Lemon wheel', 'Ingrediant 2': ' 1 1/2 oz coarse salt', 'Ingrediant 3': ' 1 1/2 oz  Blanco tequila', 'Ingrediant 4': ' 3/4 oz  Blue curacao', 'Ingrediant 5': ' 3/4 oz  Simple Syrup', 'Ingrediant 6': ' 1 oz  Fresh lemon juice', 'Ingrediant 7': '  Angostura Bitters'}"
Golden Eclipse,Rum - Daiquiris,Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with apple wedge perched on glass rim.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dark rum', 'Ingrediant 2': ' 1/4 oz  Amaro', 'Ingrediant 3': ' 1/2 oz  Fresh lemon juice', 'Ingrediant 4': ' 1 oz  Orange Bitters', 'Ingrediant 5': ' 3 oz  Sparkling apple cider', 'Ingrediant 6': '  Golden Delicious apple wedge'}"
Diplomat Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Serve with a half slice of lemon and a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 2 oz  Bitters', 'Ingrediant 4': ' 1/2 oz  Maraschino'}"
Oldest Temptation,Tequila,Shake with ice and strain into chilled cocktail glass. Flame lemon twist and add.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Anejo tequila', 'Ingrediant 2': ' 1 oz  Apple juice', 'Ingrediant 3': ' 1/2 oz  Fresh lemon juice', 'Ingrediant 4': ' 1/2 oz  Triple Sec', 'Ingrediant 5': ' 1/4 oz  Simple Syrup', 'Ingrediant 6': ' 1 oz  Angostura Bitters', 'Ingrediant 7': ' flamed lemon twist'}"
Ginger Grapefruit Rickey,Rum - Daiquiris,Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.,Highball Glass,Alcoholic,"{'Ingrediant 1': '2 oz Light Rum', 'Ingrediant 2': ' 2 oz  Fresh grapefruit juice', 'Ingrediant 3': ' 1 oz  Ginger liqueur', 'Ingrediant 4': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 5': '  Soda water'}"
Calvados Cocktail,Brandy,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Calvados', 'Ingrediant 2': ' 1 1/2 oz  Orange juice', 'Ingrediant 3': ' 3/4 oz  Triple Sec', 'Ingrediant 4': ' 1 oz  Orange Bitters'}"
Daiquiri Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Juice of a Lime', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 1/2 oz  Old Mr. Boston Rum'}"
The Oaxaca Old-Fashioned,Tequila,Stir with ice and strain into chilled old-fashioned glass. Flame orange twist and add.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Reposado tequila', 'Ingrediant 2': ' 1/2 oz  Mezcal', 'Ingrediant 3': ' 1/4 oz  Agave nectar', 'Ingrediant 4': ' 2 oz  Angostura Bitters', 'Ingrediant 5': '  Orange twist', 'Ingrediant 6': ' flamed'}"
Cuban Special Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Decorate with stick of pineapple and a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Pineapple Juice', 'Ingrediant 2': ' 1/2 oz  Juice of a Lime', 'Ingrediant 3': ' 1 oz  Old Mr. Boston Rum', 'Ingrediant 4': ' 1/2 oz  Old Mr. Boston Triple Sec'}"
Gaugin,Rum - Daiquiris,Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Add cherry.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Fresh lemon juice', 'Ingrediant 3': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 4': ' 1/2 oz  Passion Fruit Syrup', 'Ingrediant 5': '  Maraschino cherry'}"
The Nomad South,Tequila,Shake well with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz Blanco tequila', 'Ingrediant 2': ' 1 oz  Orange juice', 'Ingrediant 3': ' 1/2 oz  Blood orange juice', 'Ingrediant 4': ' 1/2 oz  Agave nectar', 'Ingrediant 5': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 6': ' 1 oz  Whiskey barrel bitters'}"
Creole Lady Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Serve with one green and one red cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Old Kentucky Tavern Bourbon Whiskey', 'Ingrediant 2': ' 1 1/2 oz  Madeira', 'Ingrediant 3': ' 1 oz  Grenadine'}"
No. 8,Tequila,Stir with ice and strain into chilled cocktail glass. Garnish with lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Reposado tequila', 'Ingrediant 2': ' 3/4 oz  Palo cortado or oloroso sherry', 'Ingrediant 3': ' 1/2 oz  Honey liqueur', 'Ingrediant 4': ' 2 oz  Orange Bitters', 'Ingrediant 5': '  Lemon twist'}"
Fog Cutter,Rum - Daiquiris,Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Brandy', 'Ingrediant 3': ' 1/2 oz  Gin', 'Ingrediant 4': ' 1 1/2 oz  Fresh lemon juice', 'Ingrediant 5': ' 1 oz  each Orange juice and sweet sherry', 'Ingrediant 6': ' 1 1/2 oz  Almond or orgeat syrup'}"
Mexicola,Tequila,Pour tequila and lime juice into ice-filled Collins glass. Fill with cola and stir.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Blanco tequila', 'Ingrediant 2': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 3': '  Cola'}"
Floridita No. 3,Rum - Daiquiris,Shake with ice and strain into chilled champagne flute. Garnish with lime wheel.,Champagne Flute,Alcoholic,"{'Ingrediant 1': '2 oz Light Rum', 'Ingrediant 2': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/2 oz  Grapefruit Juice', 'Ingrediant 4': ' 1/2 oz  Maraschino liqueur', 'Ingrediant 5': ' 1/2 oz  Simple Syrup', 'Ingrediant 6': '  Lime wheel'}"
Mexican Monk,Tequila,Stir well with ice and strain into chilled cocktail glass. Add lemon twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Reposado tequila', 'Ingrediant 2': ' 1/2 oz  Dry Sherry', 'Ingrediant 3': ' 1/4 oz  Coffee liqueur', 'Ingrediant 4': ' 1/4 oz  Benedictine', 'Ingrediant 5': '  Lemon twist'}"
Floridita No. 1,Rum - Daiquiris,Shake with ice and strain into chilled cocktail glass. Add lime twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 4': ' 1 oz  White creme de cacao', 'Ingrediant 5': ' 1 oz  Grenadine', 'Ingrediant 6': '  Lime twist'}"
Mexican Madras,Tequila,Shake with ice and strain into old-fashioned glass. Garnish with orange.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Blanco tequila', 'Ingrediant 2': ' 2 oz  Cranberry Juice', 'Ingrediant 3': ' 1 oz  Orange juice', 'Ingrediant 4': ' 1/4 oz  Fresh Lime Juice', 'Ingrediant 5': '  Orange wheel'}"
Cadiz,Brandy,Shake with ice and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1/4 oz Blackberry-flavored brandy', 'Ingrediant 2': ' 1/4 oz  Dry Sherry', 'Ingrediant 3': ' 1/2 oz  Triple Sec', 'Ingrediant 4': ' 1/2 oz  half-and-half'}"
Chocolate Soldier Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lime', 'Ingrediant 2': ' 3/4 oz  Dubonnet', 'Ingrediant 3': ' 1 1/2 oz  Old Mr. Boston Dry Gin'}"
Fireman'S Sour,Rum - Daiquiris,"Shake first four ingredients with ice and strain into chilled old-fashioned glass. Fill with soda water, if desired. Garnish with lemon and cherry.",Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '2 oz Light Rum', 'Ingrediant 2': ' 2 oz  Fresh Lime Juice', 'Ingrediant 3': ' 1/4 oz  Simple Syrup', 'Ingrediant 4': ' 1/4 oz  Grenadine', 'Ingrediant 5': '  Soda water (optional)', 'Ingrediant 6': '  Lemon half-wheel', 'Ingrediant 7': ' maraschino cherry'}"
Fat Like Buddha,Rum - Daiquiris,Stir with ice and strain into chilled cocktail glass. Flame orange twist and add.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Dark rum', 'Ingrediant 2': ' 3/4 oz  Dubonnet Rouge', 'Ingrediant 3': ' 1/4 oz  Benedictine', 'Ingrediant 4': ' 1/4 oz  Triple Sec', 'Ingrediant 5': '  Orange twist', 'Ingrediant 6': ' flamed'}"
Cherry Blossom Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Add a Maraschino cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Old Mr. Boston Five Star Brandy', 'Ingrediant 2': ' 1/2 oz  Old Mr. Boston Wild Cherry Flavored Brandy', 'Ingrediant 3': ' 1 1/2 oz  Old Mr. Boston Triple Sec', 'Ingrediant 4': ' 1 1/2 oz  Grenadine', 'Ingrediant 5': ' 2 oz  Lemon Juice'}"
Fair-And-Warmer Cocktail,Rum - Daiquiris,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Light Rum', 'Ingrediant 2': ' 3/4 oz  Sweet Vermouth', 'Ingrediant 3': ' 1/2 oz  Triple Sec'}"
